sports
Athletics, 2022-08-16 09:00:00, 100m Wheelchair Male, Qualification - Heat 1, Canada Games Park
Volleyball, 2022-08-20 12:30:00, Male, Consolation - Match 57 (L48 vs. 4C), Canada Games Park
Volleyball, 2022-08-20 14:30:00, Female, Consolation - Match 58 (L44 vs. L51), Canada Games Park
Volleyball, 2022-08-20 14:30:00, Female, Consolation - Match 60 (L42 vs. L51), Niagara College - Welland Campus
Volleyball, 2022-08-20 14:30:00, Female, Semifinal - Match 59 (W50 vs. W44), Canada Games Park
Volleyball, 2022-08-20 16:30:00, Female, Semifinal - Match 62 (W51 vs. W42), Canada Games Park
Volleyball, 2022-08-20 16:30:00, Male, Consolation - Match 61 (L43 vs. L54), Canada Games Park
Volleyball, 2022-08-20 16:30:00, Male, Consolation - Match 63 (L41 vs. L53), Niagara College - Welland Campus
Volleyball, 2022-08-20 18:30:00, Female, Final - 11th / 12th Place Game (L52 vs. L56), Niagara College - Welland Campus
Volleyball, 2022-08-20 18:30:00, Male, Semifinal - Match 64 (W53 vs. W43), Canada Games Park
Volleyball, 2022-08-20 18:30:00, Male, Semifinal - Match 65 (W54 vs. W41), Canada Games Park
Volleyball, 2022-08-20 20:30:00, Female, Final - 9th / 10th Place Game (W52 vs. W56), Canada Games Park
Volleyball, 2022-08-20 20:30:00, Male, Final - 11th / 12th Place Game (L55 vs. L57), Niagara College - Welland Campus
Volleyball, 2022-08-20 20:30:00, Male, Final - 9th / 10th Place Game (W55 vs. W57), Canada Games Park
Volleyball, 2022-08-21 08:30:00, Male, Final - 7th / 8th Place Game (L63 vs. L61), Niagara College - Welland Campus
Volleyball, 2022-08-21 09:00:00, Female, Final - Bronze Medal Game (L62 vs. L59), Canada Games Park
Volleyball, 2022-08-21 10:30:00, Female, Final - 7th / 8th Place Game (L60 vs. L58), Niagara College - Welland Campus
Volleyball, 2022-08-21 11:00:00, Male, Final - Bronze Medal Game (L65 vs. L64), Canada Games Park
Volleyball, 2022-08-21 12:30:00, Female, Final - 5th / 6th Place Game (W60 vs. W58), Niagara College - Welland Campus
Volleyball, 2022-08-21 13:00:00, Male, Final - Gold Medal Game (W65 vs. W64), Canada Games Park
Volleyball, 2022-08-21 14:30:00, Male, Final - 5th / 6th Place Game (W63 vs. W61), Niagara College - Welland Campus
Volleyball, 2022-08-21 15:30:00, Female, Final - Gold Medal Game (W62 vs. W59), Canada Games Park
Wrestling, 2022-08-09 09:00:00, Team Female, Preliminary | Pool A - Duel 1001 - BC vs NT, Canada Games Park
Wrestling, 2022-08-09 09:00:00, Team Female, Preliminary | Pool A - Duel 2001 - NL vs SK, Canada Games Park
Wrestling, 2022-08-09 09:00:00, Team Female, Preliminary | Pool B - Duel 3001 - AB vs YT, Canada Games Park
Wrestling, 2022-08-09 09:00:00, Team Female, Preliminary | Pool B - Duel 4001 - ON vs PE, Canada Games Park
Wrestling, 2022-08-09 09:00:00, Team Male, Preliminary | Pool B - Duel 5001 - NB vs PE, Canada Games Park
Wrestling, 2022-08-09 09:00:00, Team Male, Preliminary | Pool B - Duel 6001 - NU vs QC, Canada Games Park
Wrestling, 2022-08-09 10:15:00, Team Female, Preliminary | Pool B - Duel 5012 - NS vs PE, Canada Games Park
Wrestling, 2022-08-09 10:15:00, Team Female, Preliminary | Pool B - Duel 6012 - NU vs ON, Canada Games Park
Wrestling, 2022-08-09 10:15:00, Team Male, Preliminary | Pool A - Duel 1012 - NT vs ON, Canada Games Park
Wrestling, 2022-08-09 10:15:00, Team Male, Preliminary | Pool A - Duel 2012 - NS vs SK, Canada Games Park
Wrestling, 2022-08-09 10:15:00, Team Male, Preliminary | Pool B - Duel 3012 - BC vs YT, Canada Games Park
Wrestling, 2022-08-09 10:15:00, Team Male, Preliminary | Pool B - Duel 4012 - PE vs QC, Canada Games Park
Wrestling, 2022-08-09 11:30:00, Team Female, Preliminary | Pool A - Duel 1023 - NB vs QC, Canada Games Park
Wrestling, 2022-08-09 11:30:00, Team Female, Preliminary | Pool A - Duel 2023 - BC vs NL, Canada Games Park
Wrestling, 2022-08-09 11:30:00, Team Female, Preliminary | Pool B - Duel 4023 - AB vs NU, Canada Games Park
Wrestling, 2022-08-09 11:30:00, Team Male, Preliminary | Pool A - Duel 3023 - NL vs NT, Canada Games Park
Wrestling, 2022-08-09 11:30:00, Team Male, Preliminary | Pool B - Duel 5023 - MB vs NB, Canada Games Park
Wrestling, 2022-08-09 11:30:00, Team Male, Preliminary | Pool B - Duel 6023 - BC vs PE, Canada Games Park
Wrestling, 2022-08-09 13:45:00, Team Female, Preliminary | Pool A - Duel 3034 - NT vs QC, Canada Games Park
Wrestling, 2022-08-09 13:45:00, Team Female, Preliminary | Pool B - Duel 5034 - MB vs NS, Canada Games Park
Wrestling, 2022-08-09 13:45:00, Team Female, Preliminary | Pool B - Duel 6034 - AB vs PE, Canada Games Park
Wrestling, 2022-08-09 13:45:00, Team Male, Preliminary | Pool A - Duel 1034 - AB vs NL, Canada Games Park
Wrestling, 2022-08-09 13:45:00, Team Male, Preliminary | Pool A - Duel 2034 - NS vs ON, Canada Games Park
Wrestling, 2022-08-09 13:45:00, Team Male, Preliminary | Pool B - Duel 4034 - BC vs NU, Canada Games Park
Wrestling, 2022-08-09 15:00:00, Team Female, Preliminary | Pool A - Duel 1045 - NB vs SK, Canada Games Park
Wrestling, 2022-08-09 15:00:00, Team Female, Preliminary | Pool B - Duel 3045 - AB vs NS, Canada Games Park
Wrestling, 2022-08-09 15:00:00, Team Female, Preliminary | Pool B - Duel 4034 - NU vs YT, Canada Games Park
Wrestling, 2022-08-09 15:00:00, Team Male, Preliminary | Pool A - Duel 2045 - NS vs NT, Canada Games Park
Wrestling, 2022-08-09 15:00:00, Team Male, Preliminary | Pool B - Duel 5045 - MB vs QC, Canada Games Park
Wrestling, 2022-08-09 15:00:00, Team Male, Preliminary | Pool B - Duel 6045 - PE vs YT, Canada Games Park
Wrestling, 2022-08-09 16:15:00, Team Female, Preliminary | Pool A - Duel 2056 - NL vs NT, Canada Games Park
Wrestling, 2022-08-09 16:15:00, Team Female, Preliminary | Pool B - Duel 5056 - MB vs ON, Canada Games Park
Wrestling, 2022-08-09 16:15:00, Team Female, Preliminary | Pool B - Duel 6056 - PE vs YT, Canada Games Park
Wrestling, 2022-08-09 16:15:00, Team Male, Preliminary | Pool A - Duel 1056 - AB vs SK, Canada Games Park
Wrestling, 2022-08-09 16:15:00, Team Male, Preliminary | Pool B - Duel 3056 - BC vs NB, Canada Games Park
Wrestling, 2022-08-09 16:15:00, Team Male, Preliminary | Pool B - Duel 4056 - NU vs YT, Canada Games Park
Wrestling, 2022-08-09 17:30:00, Team Female, Preliminary | Pool A - Duel 1067 - BC vs QC, Canada Games Park
Wrestling, 2022-08-09 17:30:00, Team Female, Preliminary | Pool A - Duel 2067 - NT vs SK, Canada Games Park
Wrestling, 2022-08-09 17:30:00, Team Female, Preliminary | Pool B - Duel 4067 - NU vs PE, Canada Games Park
Wrestling, 2022-08-09 17:30:00, Team Male, Preliminary | Pool A - Duel 3067 - AB vs NS, Canada Games Park
Wrestling, 2022-08-09 17:30:00, Team Male, Preliminary | Pool B - Duel 5067 - BC vs MB, Canada Games Park
Wrestling, 2022-08-09 17:30:00, Team Male, Preliminary | Pool B - Duel 6067 - NB vs QC, Canada Games Park
Wrestling, 2022-08-09 19:45:00, Team Female, Preliminary | Pool A - Duel 3078 - NB vs NL, Canada Games Park
Wrestling, 2022-08-09 19:45:00, Team Female, Preliminary | Pool B - Duel 5078 - AB vs MB, Canada Games Park
Wrestling, 2022-08-09 19:45:00, Team Female, Preliminary | Pool B - Duel 6078 - NS vs ON, Canada Games Park
Wrestling, 2022-08-09 19:45:00, Team Male, Preliminary | Pool A - Duel 1078 - NL vs ON, Canada Games Park
Wrestling, 2022-08-09 19:45:00, Team Male, Preliminary | Pool A - Duel 2078 - NT vs SK, Canada Games Park
Wrestling, 2022-08-09 19:45:00, Team Male, Preliminary | Pool B - Duel 4078 - NU vs PE, Canada Games Park
Wrestling, 2022-08-10 08:30:00, Team Female, Preliminary | Pool B - Duel 3089 - NS vs YT, Canada Games Park
Wrestling, 2022-08-10 08:30:00, Team Female, Preliminary | Pool B - Duel 4089 - MB vs PE, Canada Games Park
Wrestling, 2022-08-10 08:30:00, Team Male, Preliminary | Pool A - Duel 1089 - AB vs ON, Canada Games Park
Wrestling, 2022-08-10 08:30:00, Team Male, Preliminary | Pool A - Duel 2089 - NL vs SK, Canada Games Park
Wrestling, 2022-08-10 08:30:00, Team Male, Preliminary | Pool B - Duel 5089 - NB vs NU, Canada Games Park
Wrestling, 2022-08-10 08:30:00, Team Male, Preliminary | Pool B - Duel 6089 - QC vs YT, Canada Games Park
Wrestling, 2022-08-10 10:00:00, Team Female, Preliminary | Pool A - Duel 1100 - BC vs NB, Canada Games Park
Wrestling, 2022-08-10 10:00:00, Team Female, Preliminary | Pool A - Duel 2100 - QC vs SK, Canada Games Park
Wrestling, 2022-08-10 10:00:00, Team Female, Preliminary | Pool B - Duel 5100 - NS vs NU, Canada Games Park
Wrestling, 2022-08-10 10:00:00, Team Female, Preliminary | Pool B - Duel 6100 - ON vs YT, Canada Games Park
Wrestling, 2022-08-10 10:00:00, Team Male, Preliminary | Pool B - Duel 3100 - NB vs YT, Canada Games Park
Wrestling, 2022-08-10 10:00:00, Team Male, Preliminary | Pool B - Duel 4100 - MB vs PE, Canada Games Park
Wrestling, 2022-08-10 12:30:00, Team Female, Preliminary | Pool B - Duel 5111 - MB vs YT, Canada Games Park
Wrestling, 2022-08-10 12:30:00, Team Male, Preliminary | Pool A - Duel 1111 - ON vs SK, Canada Games Park
Wrestling, 2022-08-10 12:30:00, Team Male, Preliminary | Pool A - Duel 2111 - AB vs NT, Canada Games Park
Wrestling, 2022-08-10 12:30:00, Team Male, Preliminary | Pool A - Duel 4111 - NL vs NS, Canada Games Park
Wrestling, 2022-08-10 12:30:00, Team Male, Preliminary | Pool B - Duel 3111 - BC vs QC, Canada Games Park
Wrestling, 2022-08-10 12:30:00, Team Male, Preliminary | Pool B - Duel 6111 - MB vs NU, Canada Games Park
Wrestling, 2022-08-10 14:00:00, Team Female, Preliminary | Pool A - Duel 1122 - BC vs SK, Canada Games Park
Wrestling, 2022-08-10 14:00:00, Team Female, Preliminary | Pool A - Duel 2122 - NB vs NT, Canada Games Park
Wrestling, 2022-08-10 14:00:00, Team Female, Preliminary | Pool A - Duel 4122 - NL vs QC, Canada Games Park
Wrestling, 2022-08-10 14:00:00, Team Female, Preliminary | Pool B - Duel 3122 - AB vs ON, Canada Games Park
Wrestling, 2022-08-10 14:00:00, Team Female, Preliminary | Pool B - Duel 6122 - MB vs NU, Canada Games Park
Wrestling, 2022-08-10 14:00:00, Team Male, Preliminary | Pool B - Duel 5122 - MB vs YT, Canada Games Park
Wrestling, 2022-08-10 15:30:00, Team Female, Final - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-10 15:30:00, Team Female, Final - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-10 15:30:00, Team Male, Final - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-10 15:30:00, Team Male, Final - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-10 17:00:00, Team Female, Final - 5th / 6th Place Game (3A vs. 3B), Canada Games Park
Wrestling, 2022-08-10 17:00:00, Team Female, Final - 7th / 8th Place Game (4A vs. 4B), Canada Games Park
Wrestling, 2022-08-10 17:00:00, Team Male, Final - 5th / 6th Place Game (3A vs. 3B), Canada Games Park
Wrestling, 2022-08-10 17:00:00, Team Male, Final - 7th / 8th Place Game (4A vs. 4B), Canada Games Park
Wrestling, 2022-08-10 19:30:00, Team Female, Final - Bronze Medal Game (2A vs. 2B), Canada Games Park
Wrestling, 2022-08-10 19:30:00, Team Female, Final - Gold Medal Game (1A vs. 1B), Canada Games Park
Wrestling, 2022-08-10 19:30:00, Team Male, Final - Bronze Medal Game (2A vs. 2B), Canada Games Park
Wrestling, 2022-08-10 19:30:00, Team Male, Final - Gold Medal Game (1A vs. 1B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual 38 to 40 kg Female, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual 38 to 40 kg Female, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 44 kg Female, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 44 kg Female, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 48 kg Female, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 48 kg Female, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 52 kg Female, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 52 kg Female, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 56 kg Female, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 56 kg Female, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 60 kg Female, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 60 kg Female, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 64 kg Female, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 64 kg Female, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 69 kg Female, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 69 kg Female, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 74 kg Female, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 74 kg Female, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 79 kg Female, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 79 kg Female, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 84 kg Female, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 84 kg Female, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual 40 to 44 kg Male, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual 40 to 44 kg Male, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 48 kg Male, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 48 kg Male, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 52 kg Male, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 52 kg Male, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 56 kg Male, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 56 kg Male, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 60 kg Male, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 60 kg Male, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 65 kg Male, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 65 kg Male, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 70 kg Male, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 70 kg Male, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 76 kg Male, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 76 kg Male, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 85 kg Male, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 85 kg Male, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 98 kg Male, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual Up to 98 kg Male, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual 98 to 120kg Male, Placement - 11th / 12th Place Game (6A vs. 6B), Canada Games Park
Wrestling, 2022-08-11 09:00:00, Individual 98 to 120kg Male, Placement - 9th / 10th Place Game (5A vs. 5B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual 38 to 40 kg Female, Semifinal - Semifinal (1A vs. 2B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual 38 to 40 kg Female, Semifinal - Semifinal (2A vs. 1B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 44 kg Female, Semifinal - Semifinal (1A vs. 2B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 44 kg Female, Semifinal - Semifinal (2A vs. 1B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 48 kg Female, Semifinal - Semifinal (1A vs. 2B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 48 kg Female, Semifinal - Semifinal (2A vs. 1B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 52 kg Female, Semifinal - Semifinal (1A vs. 2B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 52 kg Female, Semifinal - Semifinal (2A vs. 1B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 56 kg Female, Semifinal - Semifinal (1A vs. 2B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 56 kg Female, Semifinal - Semifinal (2A vs. 1B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 60 kg Female, Semifinal - Semifinal (1A vs. 2B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 60 kg Female, Semifinal - Semifinal (2A vs. 1B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 64 kg Female, Semifinal - Semifinal (1A vs. 2B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 64 kg Female, Semifinal - Semifinal (2A vs. 1B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 69 kg Female, Semifinal - Semifinal (1A vs. 2B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 69 kg Female, Semifinal - Semifinal (2A vs. 1B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 74 kg Female, Semifinal - Semifinal (1A vs. 2B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 74 kg Female, Semifinal - Semifinal (2A vs. 1B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 79 kg Female, Semifinal - Semifinal (1A vs. 2B), Canada Games Park
Wrestling, 2022-08-11 10:30:00, Individual Up to 79 kg Female, Semifinal - Semifinal (2A vs. 1B), Canada Games Park
